participant_ID,Condition,Voice,hits,total,hit_rate,fa_rate,corr_mem
302,HL,Passive,5,6,0.8333333333333334,0.1875,0.6458333333333334
302,LH,Active,6,6,1.0,0.1875,0.8125
302,LH,Passive,3,6,0.5,0.1875,0.3125
302,LL,Active,3,6,0.5,0.1875,0.3125
302,LL,Passive,5,6,0.8333333333333334,0.1875,0.6458333333333334
303,HH,Active,5,6,0.8333333333333334,0.052083333333333336,0.78125
303,HH,Passive,6,6,1.0,0.052083333333333336,0.9479166666666666
303,HL,Active,6,6,1.0,0.052083333333333336,0.9479166666666666
303,HL,Passive,5,6,0.8333333333333334,0.052083333333333336,0.78125
303,LH,Active,6,6,1.0,0.052083333333333336,0.9479166666666666
303,LH,Passive,4,6,0.6666666666666666,0.052083333333333336,0.6145833333333333
303,LL,Active,4,6,0.6666666666666666,0.052083333333333336,0.6145833333333333
303,LL,Passive,6,6,1.0,0.052083333333333336,0.9479166666666666
304,HH,Active,5,6,0.8333333333333334,0.1875,0.6458333333333334
304,HH,Passive,3,6,0.5,0.1875,0.3125
304,HL,Active,4,6,0.6666666666666666,0.1875,0.47916666666666663
304,HL,Passive,4,6,0.6666666666666666,0.1875,0.47916666666666663
304,LH,Active,6,6,1.0,0.1875,0.8125
304,LH,Passive,6,6,1.0,0.1875,0.8125
304,LL,Active,4,6,0.6666666666666666,0.1875,0.47916666666666663
304,LL,Passive,3,6,0.5,0.1875,0.3125
305,HH,Active,6,6,1.0,0.14583333333333334,0.8541666666666666
305,HH,Passive,6,6,1.0,0.14583333333333334,0.8541666666666666
305,HL,Active,6,6,1.0,0.14583333333333334,0.8541666666666666
305,HL,Passive,6,6,1.0,0.14583333333333334,0.8541666666666666
305,LH,Active,6,6,1.0,0.14583333333333334,0.8541666666666666
305,LH,Passive,6,6,1.0,0.14583333333333334,0.8541666666666666
305,LL,Active,6,6,1.0,0.14583333333333334,0.8541666666666666
305,LL,Passive,6,6,1.0,0.14583333333333334,0.8541666666666666
307,HH,Active,6,6,1.0,0.17708333333333334,0.8229166666666666
307,HH,Passive,6,6,1.0,0.17708333333333334,0.8229166666666666
307,HL,Active,6,6,1.0,0.17708333333333334,0.8229166666666666
307,HL,Passive,6,6,1.0,0.17708333333333334,0.8229166666666666
307,LH,Active,6,6,1.0,0.17708333333333334,0.8229166666666666
307,LH,Passive,6,6,1.0,0.17708333333333334,0.8229166666666666
